title,label
"사흘째 3백 명대...""연말 모임 자제해달라"" 대국민 호소",a
"해외전문가 ""대전 트램, 도시 '랜드마크' 활용돼야""",a
"조국發 '가덕도 공항' 이름 논란에 황교익 ""저는 '김대중 국제공항'에 한 표""",a
"트럼프 대선 결과 뒤집기 계속…NYT ""전례 없는 행위"" 비판",a
"한미연합사령관 ""2년 뒤 전작권 전환 추측은 시기 상조""",a
"이재명 ""3차 재난지원금, 소멸성 지역화폐로 전국민 지급해야""",a
"확진자 젊어지고, 지역 넓어져…""이대로면 하루 1천명될 것""",a
"이재명 ""2차 선별 재난지원금 실패했다…3차는 소멸성 지역화폐로""",a
"대구 찾은 안철수 ""정권 바뀐다고 국책사업 바뀌면 누가 정부 믿겠나""",a
"대구 온 안철수 ""가덕신공항 추진…누가 정부 믿겠나?""",a
"아파트 환상' 발언에 부글부글…진선미 ""본 뜻과 달라"" 해명 진땀",a
"민주노총 인천본부 ""남동공단 잇단 화재, 관리 감독 부실·안전 관리 미흡 때문""",a
"조은희 서초구청장 ""여성가산점 원치 않는다""",a
"공수처법 개정 ""더는 못 기다려"" vs ""좌시 않겠다""",a
"UN ""유족에 정보 제공해야""…난감해진 軍 당국",a
"박병석 국회의장 ""국회, 상임위 중심주의로 가야""",a
"조은희 ""여성가산점 받지 않겠다…당당하게 경쟁할 것""",a
"[정면승부] 배준영 ""여당이 먼저 꺼낸 비토권, 영원히 비토할 것이란 의심 적절치 않아""",a
"감염학회 ""거리두기 단계 높이지 않으면 1~2주 후 하루 코로나19 확진자 1000명""",a
"[정면승부] 이재갑 장관""택배 분류 문제, 자동화 설비 지원하여 해결할 것""",a
"[종합]진선미, 임대주택 본 뒤 ""아파트와 차이 없네""…""한 번 살아봐"" 여론 부글",a
"[정면승부] 변상욱 ""위기마다 TK로 재기했는데...여당보다 어필하려는 국민의힘""",a
"""공공빌라와 내 아파트 차이없다"" 진선미, 그도 세입자였다",a
"檢 ""김학의 수사 때 박수친 분들, 조국 땐 비난…의아했다""",a
"안철수, 신공항 논란에 ""원칙 없는 與…누가 정부 믿겠나""",a
"이낙연 ""TK신공항법 충분히 고려…여야 협의했으면""",a
"에이브럼스 한미연합사령관 ""2년뒤 전작권 전환 예측은 시기상조""",a
"오바마가 말한 각국 정상들의 성격…""푸틴은 정치 머신 보스""",a
"조국 ""사모펀드 손해 봤다""…진중권 ""그게 청렴 증거인가""",a
"트럼프, 미시간 주의원들 초청...바이든 ""가장 무책임한 대통령""",a
"""자칫하면 1∼2주 뒤 하루 1000명 쏟아진다"" 전문가들 경고",a
"에이브럼스 ""한미 전작권 전환 2년 후? 예측 이르다""",a
"김영삼 전 대통령 서거 5주기...""통합과 화해 유훈 지킬 것""",a
"민주당, 중대재해법 명칭도 변경할 듯...""처벌보다 예방에 무게""",a
"감염병단체 ""1~2주 뒤 1000명 환자 나올 것""...거리두기 강화 요구",a
"에이브럼스 ""北도발 징후 없어···2년 뒤 전작권 전환 시기상조""",a
"WHO 사무총장, 티그라이 반군 지원 의혹에 ""사실 아냐""",a
"에이브럼스 ""전작권 전환 2022년 5월 추정..시기상조""",a
"진선미 ""아파트 환상 버려야…임대주택으로도 주거 질 마련 확신""",a
"민주당 ""비혼 출산 제도 개선...다양한 가족 형태 존중""",a
"조국 수사 담당 검사 ""김학의 수사 때 박수치더니 조국 수사에 비난""",a
"정세균 “한국판 뉴딜은 선도국가로 도약 위한 국가발전 전략""",a
"韓경제학회 세미나 ""코로나19 시대엔 정부지출 효과 적을수도""",a
"이낙연 ""공수처는 20년 넘은 시대적 과제…절차 따라 처리해달라""",a
"중견기업계, ""한국GM·기아차 파업 극단적 이기주의""",a
"이재명 ""3차 재난지원금, 전 국민에게 지역화폐로 지급해야""",a
"사흘째 3백 명대...""연말 모임 자제해달라"" 대국민 호소",a
"총리실 ""보고서 의결절차 문제 없다""...9월 사실상 방향 정해져",a
"에이브럼스 美 사령관 ""전작권 전환 시기 예측은 섣불러…조건 충족시 이행""",a
"우기홍 대한항공 사장 ""항공빅딜 이후 인력감축 하지 않을 것""",a
"이재명, ""3차 재난지원금, 지역화폐형 재난기본소득 방식으로""",a
"고영욱 ""전과자는 세상 밖으로 나오지 말라고? 힘 빠져"" 인스타 삭제 심경",a
"임대주택 본 진선미 ""내 아파트와 차이 없어, 환상 버리면 된다""",a
"진중권 ""文·여당, 거짓말로 지지층 결집...트럼프·나치식 선동""",a
"[속보] 항만방역당국 ""3일새 부산입항 외국선박 6척 77명 확진""",a
"與 ""특활비 삭감하자"" vs 野 ""동의하지만 심사숙고""",a
"CJ대한통운 ""대책위, 자사 택배터미널 무단 침입 유감""…진경호 ""노동조합법 위반 아냐""",a
"정의당 ""가덕도공항 예타 면제는 MB 전철 밟는 것""",a
"김용범 기재차관 ""무착륙 국제비행 면세 허용, 세제실이 제일 난색""",a
"진중권 ""與, 허구를 사실로 만들려 해…연성 파시즘""",a
"""질 좋은 임대 있어, 아파트 환상 버려라""던 진선미, 논란되자 언론 탓",a
"빌라·아파트 차이 없다는 진선미…野 ""그럼 왜 아파트 사나?""",a
"北 피격 공무원 유족, 인권위에 진정서…""금융정보 동의없이 발표…해경이 명예살인""",a
"담배소송 또 패소에 건보공단 ""다시 면죄부...항소할것"" 담배회사 ""위법 없다 재확인""",a
"이재명 ""3차 재난지원금, 현금 아닌 지역화폐로 지급해야""",a
"""수도권 '3차 유행'""…정 총리 ""연말 모임·외출 자제""",a
"진선미, '아파트 논란'에 ""저는 늘 임차인…집문제 겪는 분께 송구""",a
"홍준표 ""대구·부산·광주 신공항 특별법 일괄 처리해야""",a
"나경원 ""조국 별명은 '입 큰 개구리'…원희룡에 비할 바 못 됐다""",a
"KCGI ""임시주총 열자""..한진칼 이사회 결정은?",a
"김용익 건보공단이사장 ""또 면죄부…항소할 것""",a
"송영길 ""바이든, 北 도발 않도록 희망적 시그널 보내야""",a
"삼성전자發 호재…""파운드리 장비株 미리 담자""",a
"野 ""현 정책으로 전셋값 못 잡아"" vs 김현미 ""전혀 찬성 안해""",a
"감염학회 ""1∼2주 지나면 확진자 1000명 육박…강력한 선제조치 필요""",a
"조국 ""헤쳐나가야 할 길 멀어...사실과 법리 다툴 것""",a
"정 총리 ""연말 모임 자제해달라""…'집콕' 거듭 당부",a
"하태경, '임대차 3법'에 ""실패 인정하고 2~3년 유예하라""",a
"김병욱 ""스타트업 기회 막혀있어"" 관련 법안처리 촉구",a
"국민의힘 김웅, 금태섭 자녀 재산 논란에 ""그때는 민주당 소속""",a
"조국 ""윤석열 '국민의 검찰' 발언, 대통령 통제 안 받겠다는 뜻""",a
"나경원 ""조국, 운동권도 아니었다…별명은 '입 큰 개구리'""",a
"""경찰의 짜 맞추기식 수사일 뿐""… 춘천시, 수사결과 정면 반박",a
"정청래 ""총선 낙선자 출마? 서울시장 선거가 패자부활전이냐""",a
"감염학회 ""1∼2주 뒤 확진자 하루 1000명 육박… 거리두기 격상해야""",a
"이사도 못 가는데…진성준 ""집값 올랐으니 그만한 세금 내야""",a
"김민석 ""국민 원하는 시대정신은 秋 스타일, 외로워 마시라""",a
"KCGI, 한진칼에 임시주총 소집 청구...""아시아나 인수 책임 묻겠다""",a
"[전문] 정세균 총리 ""김영삼도서관, '통합·화합' 위한 소통 공간 되길""",a
"유재수 '형'이라 부른 김경수, 靑에 ""억울하다니 잘 살펴보라""",a
"가덕도 신공항 논란에 홍준표 ""오히려 기회…영남 분열 말자""",a
"대한항공 협력사들 ""아시아나 인수 지지""...조종사협회 ""우려""",a
"검증위원장 ""김해신공항 검토 결과, 가덕도 연결 옳지 않아""",a
"검증위 ""김해신공항, 정치적 해석 바람직하지 않아""",a
"대한항공 협력사들 ""아시아나 인수 동반성장 기회""...조종사협회 ""고용유지 못믿겠다""",a
"CDC, 추수감사절 연휴 앞두고 ""여행 자제를""",a
"전문가 ""조치없으면 1~2주후 1000명 확진…현장의견 들어달라""",a
"호텔 전세' 논란 여전...""호텔 난민"" vs ""수요 충족""",a
"與 진선미, 빌라 둘러보더니 ""내 아파트와 전혀 차이 없어""",a
"건보공단, 6년 걸린 `500억대 담배소송` 패소…""인과관계 인정 어려워""",a
"전현희 ""추미애 아들 의혹 제보자, 공익신고자에 해당""",a
"전북교육청, 임용 고시 관련 긴급 안내...""노량진 학원 이용자 등 검사받아야""",a
"""대한항공 송현동 땅·서부면허시험장 맞교환 안돼"" 마포구 반발",a
"중견기업 ""완성차 노조 파업은 공동체 삶에 대한 외면""",a
"코로나19 대유행 위기 속 이재명 ""3차 재난지원금은 지역화폐로 온 국민에""",a
"트럼프 '선거 뒤집기' 포기 않자 바이든 ""가장 무책임한 대통령""",a
"임대주택 방문한 진선미 ""내가 사는 아파트와 비교해도 차이없어""",a
"진선미 ""임대주택, 제가 사는 아파트와 차이 없다...환상 버려야""",a
"정의 ""與, 가덕신공항 예타면제..MB 전철 그대로 밟나""",a
"동지에서 적 된 금태섭·민주당…김종민 ""반감 정치 성공 못해""",a
"임대주택 방문한 진선미 ""방도 3개가 있고..내 아파트랑 차이없네""",a
"국토차관 ""공인중개사 없이 집 거래?…검토한 적 없다""",a
"靑 ""중개사 없는 부동산 거래 시스템, 검토 안 해""",a
"이재명 ""3차 재난지원금 지역화폐로 전 국민에 지급돼야""",a
"바르샤 전설' 사비 감독의 후배 사랑 ""더 용 2022년 월드컵서 우뚝 설 것, 의심의 여지없다""",a
"국토차관 ""공급 물량도 적은데…호텔방 전셋집 논란 많이 억울해""",a
"與 이수진 ""사법농단 판사들 탄핵 즉시 추진해야""",a
"김정숙 여사 ""김치는 코로나 시대 건강한 발효식품""",a
"정총리 ""고(故) 김영삼 대통령, 자랑스러운 대한민국 만든 '위대한 혁명가'""",a
"조국 ""검찰총장은 국민 이전에 대통령·법무장관에 먼저 책임져야""",a
"김경수 경남도지사 ""모임 자제해달라""…방역 강화",a
"김경수 경남도지사 ""각종 모임 자제 부탁드린다""",a
"조성욱 ""대규모 기업이 M&A로 신생기업 제거하면 시장경쟁 저해""",a
"진선미 ""방 3개 임대주택, 내가 사는 아파트와 차이 없다""",a
"靑 ""중개사 없는 부동산 거래시스템 구축 검토한 바 없어""",a
"정부 ""부동산 왜곡 철저조사…중개사없는 거래 검토안해""",a
"공정위 ""경쟁자 싹을 밟는 '킬러 인수' 면밀히 심사하겠다""",a
"정청래 ""서울시장이 패자부활전? 못 먹는 감 찔러나 보냐""",a
"허경영 ""BTS 군면제 지지···징병제는 일본 잔재""",a
"정청래 ""국민의힘, 총선 패배자들이 취업자리 구하듯 서울시장 출마 선언""",a
"나경원 ""'나베'는 악의적 조어…막상 일본서는 반일로 찍혔다""",a
"김웅 ""금태섭 재산 의혹, 2015년엔 민주당 소속 아니었나?""",a
"나경원 ""조국, 대학 때 운동권 아니었고 원희룡에 비할 바 못 됐다'""",a
"제1회 김치의 날…김정숙 여사 ""김치 종주국의 위상 이어갈 것""",a
"진선미 ""임대주택, 내 집과 차이 없어…아파트 환상 버려야""",a
"김태년 ""비혼출산 위한 법률공백 드러나…제도개선 논의할때""",a
"[전문] 정세균 총리 ""사회적 자본, 한국판 뉴딜 성공의 핵심""",a
"""양승태 사법부가 인사불이익""… 현직 판사, 손해배상 소송",a
"진선미 ""부동산 정책, 주거 질에 초점 모여야""",a
"산은에 날 세운 KCGI…""경영권간섭 오해 없는 방식 택해야""",a
"""양승태 사법부가 인사 불이익 줬다"" 현직 부장판사 3억 손배소",a
"홍준표의 탄식 ""공수처? 막는 시늉하다 '머리 숫자 타령' 하겠지""",a
"이낙연 ""중대재해기업처벌법 명칭에 '예방' 넣을 수도""",a
"조국 ""자녀 증여 펀드, 손해 봤다""…진중권 ""그게 청렴함의 증거냐""",a
"박병석 국회의장 ""상임위가 더 주도권 가져야"" 강조",a
"이병헌 원장 ""디지털 혁신 없으면 코로나 위기 극복 못해""",a
"수도권 논리 펼치는 국민의힘 지도부 ""현 상황 진단·파악 안돼""",a
"한화생명 중징계 확정...당국 ""갤러리아 면세점에 80억 특혜""",a
"장경태 ""이혜훈 서울시장 대신 재개발 조합장 출마하라""",a
"김정숙 여사 ""대표 발효식품 김치를 세계화하자""",a
"조국, 금태섭 자녀 재산 논란에 ""난 큰돈 벌기는커녕 큰 손해""",a
"수원 삼성 수비수 양상민 ""포기하지 않는 절박함이 있으면 가능해""",a
"중소벤처기업학회 ""파격적 디지털 전환과 스마트 혁신 이뤄야""",a
"[니하오 중국증시]中 증시 활성화 기조 지속…""내년 상하이지수 3,800 갈것""",a
"노량진 학원발 집단감염에 고시생들 '패닉'… ""임용고시 연기해달라""",a
"호텔 전세' 논란 여전...""난민 전락"" vs ""실수요 충족""",a
"일본 대사관 ""후쿠시마 오염수 방류 도쿄올림픽 전에는 결정""",a
"하태경 ""부동산 값 다 올려놓고.. 해괴망측 정책""",a
"조국, 금태섭 우회 비판?…""난 펀드로 돈 벌기는커녕 손해 봤다""",a
"진희선 전 부시장 ""광화문광장, 추진 않는 것이 직무유기""",a
"[직격인터뷰] 송하예 ""가수, 음악 좋아서 시작...대중과 더 소통할 것""",a
"추미애, 강원북부교도소 찾아 ""인권 중심의 교정 실현할 것""",a
"이혜훈 서울시장 도전…여당 ""총선 패했으면 반성할 일, 패자부활전인가""",a
"소공연, ""배민-요기요 기업결합은 독점 '배달공룡' 탄생""",a
"국토부 차관 ""물량 적은 호텔 임대만 부각… 많이 억울하다""",a
"숨 고른 바이든, 트럼프 향해 ""믿을 수 없을 정도로 무책임""",a
"그리, 브랜뉴뮤직과 재계약 ""라이머에 두터운 신뢰 보여"" [전문]",a
"IMF의 경고 ""코로나 재유행, 세계경제 회복 늦출 것""",a
"조국 ""사모펀드 들어간 돈 사라져 큰 손해…자녀 5천만원 합법 증여""",a
"WHO ""렘데시비르 사용 추천 않는다""…길리어드 ""실망스럽다""",a
"조국, 윤석열 겨냥 ""국민의 검찰론은 극히 위험한 반(反)헌법적 논리""",a
"박형준, ""현 정부가 법치 파괴""… 진중권과 시사대담 펼쳐",a
"“잘 알지도 못하면서…"" 조지 클루니 ""소로스와는 단 한번 만난 사이” 발끈",a
"시진핑, 바이든에 당선 축하 메시지…""충돌 대신 협력해야"" [종합]",a
"심수창, 은퇴식이 없었던 이유 ""레전드라고 하기엔 어중간해""(라디오스타)",a
"시진핑, 바이든에 축하 메시지...""충돌 피하고 협력""",a
"연천 집단감염에 軍 긴급회의…서욱 ""고강도 방안 마련하라""",a
"문 대통령, 인공지능 현장 방문... ""AI, 위기 극복 이끄는 핵심동력""",a
"홍성열 증평군수, ""2021년은 포스트 코로나 준비에 중점""",a
"JTBC ""윤석열-홍석현 부적절 만남 법무부 주장, 납득 못 해""",a
"본예산 재난지원금 편성 급물살...예산 마련은? 민주 ""예비비 늘리자"" 국민의힘 ""뉴딜예산 깎자""",a
"[아주초대석] 정기석 ""질병청 독립성 강화…포스트 코로나 첫 번째 과제""",a
"'아이콘택트' 장동익, 낙동강변 살인사건 누명...""어머니 덕에 버텼다""",a
"與 ""공수처법 바꿔서라도 뽑겠다""…공수처장 추천 4번이나 불발, 왜?",a
"국민의힘 꺼내든 재난지원금...민주당 ""본예산 추가 검토"" 화답",a
"시진핑 ""군사훈련 강화로 전쟁 승리 능력 높여야""",a
"신생아 두피에 상처낸 의사 ""당황해 차트 미작성, 회피 아니다""",a
"秋 '尹 직무배제'에 엇갈린 '조금박해'…""이게 검찰개혁이냐"" vs ""징계 불가피""",a
"STEPI ""디지털 협정을 통한 사이버 안보 대응역량 강화해야""",a
"민주당 ""국정조사 추진""...국민의힘 ""대통령이 문제""",a
"대검 감찰부, ""재판부 사찰 의혹"" 부서 압수수색...담당 검사 공개 반박",a
"문 대통령 ""여성폭력 심각한 범죄…우리 모두 근절에 동참해야""",a
"이낙연 ""법무부가 밝힌 윤 총장의 혐의는 충격적""...국정조사 검토 요청",a
"양승조 지사 ""정 총리 공공기관 이전 발언, 결단이 필요하단 뜻""",a
"김동일 보령시장 “내일이 더 기대되는 보령으로 우뚝 서 겠다""",a
"류한우 단양군수, ""피부로 체감할 수 있는 군정 운영""...내년 군정방향 제시",a
"양승조 ""2차 공공기관 이전 정부·국회 대결단 필요""",a
"정 총리 ""민주노총 총파업·전국집회 강행 즉각 철회하라"" 촉",a
"'우다사3' 탁재훈 ""2007년 일로 최고의 전성기, 가정사로 마음은 황폐했다""",a
"EU, 일부 봉쇄완화 조짐에 경고…""다음달 백신 접종 가능성""",a
"JTBC ""秋 윤석열-홍석현 부적절 만남 주장, 납득 못할 발표""",a
"시진핑 ""군사훈련 강화해 전쟁 승리 능력 향상해야""",a
"[2020대한민국증권대상] 최현만 미래에셋대우 수석부회장 ""고객과 동반성장·자본시장 발전 주력할 것""",a
"[2020 대한민국증권대상] 심종극 삼성운용대표 ""아시아 톱3로 도약…펀드 르네상스 다시 열 것”",a
"[2020대한민국증권대상/공로상]강방천 회장, ""공포 견디고 인내하라"" 동학개미에 용기 북돋",a
"'징계에서 복귀' 이승훈 ""억울한 부분도 있지만…""",a
"교황 ""증오는 복음과는 조화 이룰 수 없어""… 저서 통해 포퓰리즘 비판",a
"'秋 비판' 조응천 소신발언에 與 강성지지층 ""탈당하라"" 비난",a
"26일 코로나19 신규확진 500명 육박할 듯...전문가 ""역학조사 쫓아갈수 없는 상황""",a
"대구 신생아 얼굴상처 주치의 ""너무 당황…책임 다하겠다""",a
"홍준표 ""秋·尹 갈등→윤석열 부상→야권 분열은 반간계(反間計)""",a
"대검 찾은 국민의힘…""법무부 감찰은 불법""",a
"JTBC ""추미애 장관의 윤석열·홍석현 부적절 만남 주장은 근거 빈약""",a
"야당 법사위원들 ""윤호중, 秋·尹 못 부르게 가로막아""",a
"'윤석열 불법사찰' 주장한 심재철 검찰국장 ""당시 크게 화냈다""",a
"징계 마친 이승훈…""앞으로는 실망시키지 않겠다""",a
"왕실 떠난 메건 마클의 고백 ""첫째 아이 안은 채로 둘째 유산""",a
"선수·팬 모두 눈물…""우리 이제 강팀이에요""",a
"이낙연, 왕이에 친전...""다음에 고향 막걸리로 모시겠다""",a
"MBC 뉴스데스크, ""아이돌·배우 '아바타' 온라인 비대면 도박 정황""",a
"[수원시 풀어야 할 현안] ""군공항 이전은 모두의 문제""… 전문가 2인의 해법",a
"김근식, 이낙연 향해 ""尹 국정조사 꼭 관철시켜라…정권 스스로 몰락 재촉""",a
"文침묵 때린 참여연대 ""초유의 秋·尹 파국, 수수방관 말라""",a
"중국 ""왕이 방한에서 한중 고위급 전략적 소통 논의""",a
"한부모·아동인권단체들 ""보호출산제, 미혼모 대책 될 수 없어""",a
"이철희 ""윤석열 직무정지는 정치적 패착…국민 마음 얻기 어려워""",a
"BTS, 그래미 벽도 뚫었다…외신들은 ""왜 1개 부문?""",a
"文대통령 ""여성 대상 범죄에 빈틈없이 보호할 것""",a
"김대영 충남도의원 ""계룡교육지원청 조속히 설치해야""",a
"김태흠 의원, ""윤 총장 직무 정지는 헌정사 초유의 폭거""",a
"이낙연 ""윤석열 국회 국정조사 검토"" VS 주호영 ""추미애 국정조사해야""",a
"송미애 충북도의원 ""소상공인 육성·지원 위한 지원센터 설립해야""",a
"유승민 ""집값·전셋값 못잡고 꼭꼭 숨어버린 대통령, 참 비겁하다""",a
"[정면승부] 윤영석 ""추미애-윤석열 국정조사 동시 진행하자""",a
"""윤석열 거취 결정해야"" vs ""추미애 국정조사""",a
"2단계 속 신규 확진 382명…""확진·격리 수험생 신고해야""",a
"문 대통령 ""AI 반도체, 제2 D램으로 키울 것""",a
"""추미애, 법치주의 훼손""… 검사들 집단 저항",a
"文, 이틀째 침묵…""추미애 뒤에서 비겁"" 야권 공세",a
"""혐의 충격 윤석열 국조"" vs ""법치 유린 추미애 국조""",a
"부산지검 동부지청 검사들 ""秋의 尹 처분 부당"" 집단행동",a
"""사찰 아니다"" vs ""판사가 바보인가""…'문건 작성' 압수수색",a
"""판사 사찰? 공개 자료와 경험담"" vs ""개인정보 포함""",a
"""윤석열 직무배제 위법·부당""…부산 동부지청 평검사들 집단성명",a
"참여연대 ""대통령은 수수방관 말고 문제 해결하라"" [전문]",a
"장성민 ""文정부는 왜 종전선언에 매달리는가?""",a
"김도읍 ""尹직무정지, 민주당은 하루 전에 알았다""",a
"인천 유흥업소 코로나 집단감염이 불러온 의혹… ""선갑해역 해사채취 유착관계 수사하라""",a
"'대한외국인' 김병지, ""박명수에게 선물한 장갑 버리려던 것""",a
"정세균, 월성원전 수사받는 산업부 찾아 ""움츠리지 말라""",a
"KCGI ""경영권 방어 목적"" vs 한진칼 ""회사 존립 문제""",a
"[정면승부] 송영길 ""표창장 위조보다 법관사찰 더 심각, 윤석열 선거운동하나""",a
"부산 동부지청 평검사들 ""윤석열 직무배제 위법·부당""",a
"""항공업 존망 위기"" vs ""주주권 침해"" 아시아나 인수 분쟁, 내달 초 결정",a
"나경원 ""윤석열 찍어내기…독재 정치의 공식선언""",a
"산자부 찾은 정세균 총리 ""감사 유감...어깨 펴고 일하라""",a
"'36년 정통 LG맨' 하현회의 고별사 ""닮고 싶은 LG유플러스 만들어달라""",a
"조양래 회장 장녀, 父 성년후견 재판에 대해 ""아버님 뜻 올바로 지켜져야""",a
"진중권 ""文정권, 문빠 때문에 수정능력 상실…노무현과 달라""",a
"""세금 아닌 벌금"" vs ""집값 대비 당연""… 종부세 폭탄에 의견 분분",a
"청년창업가들 만난 최태원 ""꿈과 희망을 키워달라""",a
"檢 ""정권 뜻대로만 움직이란 말이냐"" 한탄",a
"KCGI ""유상증자, 재벌 지위 보전 목적"" vs 한진칼 ""존립의 문제""",a
"러시아 전문가 ""코로나19, 독감처럼 계절성 질환 될 수도""",a
"샤넬코리아 성추행 피해자 ""버티지 못하면 부적응자로 낙인 찍혀""",a
"배준영 ""MRO 단지 사천만이 아닌 정부와의 싸움""",a
"야당 의원들 ""대검, 평검사들 분노 상당히 심각하다고 해""",a
"국민의힘 ""윤 총장, 가처분 신청 준비 중…추 장관과 함께 국회 출석해야""",a
"참여연대 ""뒷짐진 대통령, 秋·尹갈등 결자해지해야""",a
"KCGI ""재벌 지위 보전 목적"" vs 한진칼 ""회사 존립 문제""",a
"진중권 ""文 대통령, 전생에 나라 3번 구한 듯…秋는 깍두기""",a
"[속보] 부산지검 동부지청 평검사들 집단행동…""윤석열 직무배제 위법·부당""",a
"러시아 전문가들 ""코로나19 매년 찾아오는 계절성 질환 될 수도""",a
"""윤석열 직무정지 부당""…평검사 집단행동 잇따라",a
"정세균 총리 ""민주노총 즉시 집회 철회해야… 엄정조치""",a
"법무부 ""판사 사찰 의혹 문건에 물의야기 법관 내용 있다…이건 사찰"" 반박",a
"문재인 대통령 ""2029년까지 AI에 1조 투자…인공지능 인력 10만명 늘릴 것""",a
"3차 재난기본소득 지급 불지피는 이재명…""연초에 지급해야""",a
"""총장에 대한 장관의 처분은 법치주의 훼손이다.""... 평검사 성영 나와",a
"[속보] 부산지검 동부지청 첫 평검사 회의 개최...""윤석열 직무배제는 위법·부당""",a
"국민의힘 ""尹직무정지, 15분전 文 보고? 與는 하루전 알았다""",a
"일선 평검사들 집단행동 나섰다…""총장 징계청구·직무배제 재고해야""",a
"추민규 경기도의원 ""5호선 소음에 피해보는 주민들 위한 대책 마련해달라""",a
"이철희 ""윤석열 직무배제 패착될 수도…文 재가 있었을 듯""",a
"국민 10명 중 6명 ""3차 재난지원금 지급해야""",a
"교황 “위구르족 박해” 첫 언급에 中 ""근거 없어"" 반발",a
"소재섭 북구의원 ""구보편집위원회 부적정 운영""",a
"산업연구원 ""내년 경제성장률 3.2%…코로나 충격 회복""",a
"박형준 ""내년 4월 재보선이 文정부 폭주 제동 여부 판가름""",a
"윤석열 출석 놓고 옥신각신...""윤석열 지금 출발"" vs ""자기 멋대로 오냐""",a
"국민의힘 법사위 ""윤석열 직무정지, 민주당 하루 전에 알아""",a
"CJ대한통운 ""과로사 대책위 주장 왜곡·허위...유감""",a
"진중권 ""추미애는 깍두기, 결정은 청와대가""…文 저격",a
"조 콜 ""티아고 실바는 '월클'의 표본이자 EPL 최고의 수비수""",a
"조국, 진중권·김근식에 경고…""조만대장경 비하면 아직 멀었다""",a
"[신년 인터뷰] 최문순 도지사 ""평창평화포럼 계기로 다시 평화 조성""",a
"유럽의약품청 ""화이자 코로나19 백신 승인 여부 29일까지 결정""",a
"군포 아파트 화재 사망자 4명 신원 확인…""근로자 2명, 주민 2명""",a
"김형우 ""아내 박은영 아나운서 만나기 전에 6년 동안 솔로""(아내의 맛)",a
"北 김정은, 중국 백신 접종설...中 정부 ""들어본 적 없다""",a
"환경부 ""포천-가평-춘천 구간 등에 광역울타리 추가 설치""",a
"문 대통령, ""동학개미, 증시 지켰다... 힘 있는 경기 반등흐름에 내년 상반기 정상궤도"" 자신",a
"'갑질폭행' 양진호, 항소심서 징역 5년으로 감형…""특수강간 혐의 공소 기각""",a
"군포 백두한양아파트 화재 희생자 신원 확인…""전기난로·가연성물질 발견""",a
"위중증 급증에 병상 비상...""전용 병원 지정해야""",a
"CDC ""중국 코로나19 발표 전 미국 내 확진자 있었다""",a
"감찰위 ""尹 징계청구·직무배제 부적정""...법무부 ""법과 절차따라 징계""",a
"군포 아파트 화재로 4명 사망...""베란다 우레탄폼 작업 중 폭발""",a
"아들 앞에서 아내 때린 남편 집유…""아이에게 정신적 상처""",a
"美CDC ""지난해 중국 코로나 발표 전 미국 내 확진자 있었다""",a
"'마이웨이' 김정택 ""저작권협회 등록 301곡""",a
"페이스북, 내년부터 뉴스 서비스 개시…""英 언론에 사용료 지불""",a
"中 ""2시간 이내에 세계 어디든 도달"" 제트엔진 제작",a
"문 대통령 ""2022년까지 부패지수 세계 20위권 진입 목표""",a
"추 장관 교체 되나···홍영표 ""검찰개혁 다른 사람이 할 수도""",a
"김정은 중국제 백신 접종설…中 ""모르는 일""",a
"김정은 중국산 코로나19 백신 접종설에…中 ""모른다""",a
"화이자, 유럽의약품청에 백신 승인 신청...""이달 내 접종 가능""",a
"5톤 쓰레기에 덮여 있었다…""학대 정황은 없어""",a
"화이자, 유럽서 코로나19 백신 승인신청...""이달 접종 가능""",a
"""리모델링 공사 중"" 군포 아파트 12층 불…4명 숨져",a
"군포 아파트 화재, 4명 사망·1명 중태…""리모델링 공사중 불""",a
"펜타곤 ""코로나19 음성, 당분간 자가격리""",a
"화이자, 유럽의약품청에 코로나19 백신 승인 신청…""연내 접종 가능""",a
"미국 주지사들 잇단 경고...""성탄절 이전 코로나19로 병상 포화""",a
"모더나 ""중증 예방 100%""…미국 ""성탄 전 접종 시작""",a
"남양주시장 ""경기도 갈등 본질은 관행적 위법 감사""",a
"화이자, EU에 코로나19 백신 승인신청…""접종만 남았다""",a
"인천시의회 ""연세대 송도 국제캠부지에 주상복합시설 조성은 특혜""",a
"'대통령상 취소' 황우석 ""상금 3억원은 이미 기증, 반환 못 해""",a
"취임 후 첫 '현관' 출근…법무부 ""차관 인선 서두를 것""",a
"秋, 총리·대통령 잇단 면담…""사퇴 얘기 없었다""",a
"독일 외무장관 ""바이든 행정부와 주독미군 감축 철회 논의할 것""",a
"군포시 아파트 화재로 4명 사망...""베란다 우레탄 작업 중 폭발""",a
"유네스코 학습도시 국제회의 개최지 내년 1월 발표… 인천 연수구 ""긍정적 결과 기대""",a
"군포 아파트 화재 4명 사망·7명 부상…""리모델링 공사중 불"" [종합]",a
"OECD ""올해 韓성장률 -1.1%로 하향""…내년에는 2.8% 성장",a
"돌아온 윤석열 ""원전 보고 받겠다""",a
"윤석열, 대검 출근하자마자 ""원전 보고 받겠다""…권력수사 밀어붙이나",a
"'박사방' 조주빈 항소… ""범죄수익은닉 사건과 병합 고려""",a
"올해도 '수능 한파' 이어진다…""예비소집일·수능일 영하권에 바람까지""",a
